artists;acousticness;danceability;duration_ms;energy;instrumentalness;liveness;loudness;speechiness;tempo;valence;popularity;key;mode;count;;;;;;;;
Avenue Blue (Featuring Jeff Golub);0.68;0.641;310280;0.625;0.927;0.202;-11.644;0.0371;91.917;0.604;52;5;1;2;;;;;;;;
Average White Band;0.305988889;0.648055556;261493.0556;0.646666667;0.075119259;0.134622222;-9.253055556;0.048805556;108.8230556;0.731222222;28.27777778;0;1;36;;;;;;;;
Avery Robinson;0.995;0.26;151827;0.0349;0.465;0.105;-21.366;0.0379;69.314;0.0968;0.5;11;1;2;;;;;;;;
Avery Storm;0.157633333;0.775;235093.6667;0.687333333;5.33E-07;0.140933333;-6.205666667;0.131666667;108.612;0.531666667;61.33333333;10;0;3;;;;;;;;
Avex Axiom;0.000194;0.803;393748;0.726;0.924;0.0985;-10.003;0.0841;128.041;0.0384;0;6;1;2;;;;;;;;
Aviation Weather;0.15495915;0.412983333;302419;0.467166667;0.912166667;0.116283333;-11.2255;0.045866667;121.7625;0.2043;0;2;1;12;;;;;;;;
Avicii;0.059133581;0.57355814;227106.2791;0.807465116;0.126002006;0.186055814;-5.086953488;0.052930233;126.1355581;0.56627907;47.55813953;2;1;43;;;;;;;;
Aviino;0.6506;0.6664;166751;0.18548;0.8516;0.14884;-17.09;0.0809;82.7616;0.438;16.6;6;1;5;;;;;;;;
Avinash;0.989533333;0.472133333;184287.9333;0.305866667;0.630721333;0.20632;-13.96366667;0.124186667;94.225;0.657066667;0;11;0;15;;;;;;;;
Avinash Vyas;0.973916667;0.593333333;188623.5;0.200016667;0.225975667;0.257;-10.38191667;0.286458333;101.2281667;0.638166667;0;0;1;12;;;;;;;;
Aviron;0.00363;0.625;492515;0.917;0.804;0.367;-7.308;0.0476;134.991;0.306;0;6;0;2;;;;;;;;
Avis Vox;0.08422;0.673;138057;0.7615;0.4748;0.29;-10.2235;0.05525;127.6755;0.296;6.5;1;1;4;;;;;;;;
Avon Long;0.907;0.55;197667;0.369;0;0.243;-6.798;0.0666;102.987;0.549;0;7;1;1;;;;;;;;
Avonlea;0.00546;0.929;295428;0.763;0.00122;0.0575;-5.068;0.303;130.016;0.355;0;9;0;4;;;;;;;;
Avril Lavigne;0.023180376;0.519965517;219731.8276;0.806965517;0.001434778;0.232817241;-4.522586207;0.052948276;141.0612759;0.499275862;60.86206897;4;1;58;;;;;;;;
Avrosse;2.38E-05;0.813;440000;0.932;0.873;0.0544;-9.146;0.0503;126.017;0.932;0;5;0;3;;;;;;;;
Avshi;0.00286;0.649;454373.5;0.7895;0.8455;0.2805;-8.398;0.04715;132.4915;0.1647;0;11;0;4;;;;;;;;
Avus;0.0875;0.778;433531;0.436;0.884;0.0938;-10.622;0.0797;123.993;0.397;0;1;1;2;;;;;;;;
Awake Bcn;0.257;0.516;218763;0.646;1.30E-05;0.102;-8.595;0.0749;159.947;0.789;0;9;0;2;;;;;;;;
Axel Stordahl And His Orchestra;0.8925;0.366333333;186273.5;0.191166667;0;0.250166667;-13.4165;0.034;124.0966667;0.3315;15.83333333;7;1;12;;;;;;;;
Axel Stordahl Orchestra;0.93725;0.282875;157600.75;0.1491125;0.001433913;0.264675;-15.488;0.039675;97.241125;0.175375;23.375;7;0;16;;;;;;;;
Axel Thesleff;0.0131;0.7;416000;0.546;0.0305;0.172;-7.705;0.109;80.004;0.302;66;5;0;2;;;;;;;;
Axel Walters;0.000145;0.407;291216;0.99;0.935;0.245;-6.179;0.123;138.506;0.267;13;0;1;2;;;;;;;;
Axis;0.049715;0.496;217164.5;0.885;0.000156;0.379;-4.037;0.20775;128.1045;0.454;0;10;1;4;;;;;;;;
Axis Dezer;0.0201;0.719;397710;0.712;0.789;0.0839;-7.741;0.0495;129.993;0.533;0;4;1;2;;;;;;;;
Axwell;0.0435;0.51;185625;0.831;3.14E-06;0.346;-4.514;0.0606;128.025;0.376;61;7;0;2;;;;;;;;
Axwell /\ Ingrosso;0.0275;0.646;203000;0.741;0;0.312;-4.973;0.034;123.077;0.571;79;5;0;2;;;;;;;;
Ay3Gvcc;0.0271;0.736;82199;0.784;0.19;0.0782;-9.526;0.118;169.958;0.619;0;0;1;4;;;;;;;;
Ayah Marar;0.00262;0.725;247933;0.874;0.000412;0.0958;-3.715;0.0396;127.985;0.748;66;0;0;2;;;;;;;;
Ayan Babakishiyeva;0.449418643;0.610214286;243238.1786;0.700785714;0.007193761;0.1824;-8.242035714;0.071303571;123.09925;0.686642857;0.071428571;4;0;56;;;;;;;;
Ayla;0.063473333;0.676666667;137495.6667;0.811;0.271313333;0.163733333;-8.116666667;0.0487;133.0816667;0.67;6;9;0;3;;;;;;;;
Aymara musicians;0.905;0.574;205573;0.384;0.9;0.344;-16.189;0.132;93.838;0.729;0;7;1;2;;;;;;;;
Ayo & Teo;0.12235;0.7195;216766;0.804;0;0.1678;-2.891;0.1315;154.8425;0.487;73;11;1;4;;;;;;;;
Aysedk;0.464;0.668;478315;0.402;3.63E-05;0.63;-21.349;0.829;124.389;0.0342;0;2;1;1;;;;;;;;
Aythami;0.535;0.623;264568;0.65;0;0.109;-7.933;0.32;196.004;0.262;0;9;0;2;;;;;;;;
Ayub Ogada;0.9555;0.583;338680;0.0548;0.00221635;0.08005;-20.156;0.0415;111.9745;0.539;47;9;1;4;;;;;;;;
Ayumi Hamasaki;0.234;0.576;332733;0.578;0;0.315;-5.506;0.0263;126.947;0.385;51;6;0;2;;;;;;;;
Ayumu Matsuki;0.01938;0.488;234064.5;0.85;3.13E-07;0.23625;-4.28275;0.054875;106.02425;0.51075;0;2;1;8;;;;;;;;
Az Yet;0.486666667;0.549;244582.3333;0.499666667;0;0.123333333;-9.232333333;0.030333333;151.9373333;0.312666667;48.33333333;3;0;3;;;;;;;;
Azealia Banks;0.019488771;0.755428571;193662.4286;0.791428571;2.17E-05;0.135814286;-7.814428571;0.180685714;124.2728571;0.496285714;61.28571429;5;0;7;;;;;;;;
Azee Project;4.73E-05;0.861;364000;0.832;0.178;0.0753;-10.786;0.134;119.984;0.895;0;11;1;2;;;;;;;;
Aziz Khan;0.987;0.618333333;200364.3333;0.217;0.081666667;0.185333333;-13.25966667;0.183233333;90.80333333;0.585;0;7;0;3;;;;;;;;
Azrael;0.586;0.398;183798;0.501;0;0.117;-14.685;0.451;92.435;0.273;0;11;0;1;;;;;;;;
Aztec Camera;0.308192857;0.529571429;243958.1429;0.5884;0.006393503;0.1393;-11.943;0.035742857;135.1222857;0.609128571;28;9;1;14;;;;;;;;
Aztech;0.00937;0.51;281533;0.968;0.646;0.099;-4.612;0.0506;149.906;0.216;9;11;0;1;;;;;;;;
Azucar Moreno;0.049033333;0.721333333;252067;0.867;1.25E-05;0.043266667;-7.481333333;0.0486;102.348;0.905333333;53.66666667;6;1;6;;;;;;;;
Azucena Maizani;0.9958;0.5845;167774.8;0.2527;0.7826;0.3156;-11.873;0.28502;88.7992;0.4508;0;1;1;20;;;;;;;;
Azul Violeta;0.1612;0.604;268813.5;0.752;5.65E-05;0.2402;-6.328;0.0393;153.048;0.652;47.5;7;1;4;;;;;;;;
Azumi Inoue;0.632285714;0.605857143;198256.1429;0.495642857;0.090157769;0.201607143;-10.72857143;0.039578571;121.8845714;0.64;43.85714286;5;1;14;;;;;;;;
Azymuth;0.2583472;0.58376;364014.48;0.665828;0.5958668;0.128888;-10.94672;0.054836;118.69576;0.65268;11.28;2;1;50;;;;;;;;
Azzemx;0.465;0.472;136566;0.727;0.938;0.247;-10.281;0.0412;119.994;0.342;0;4;1;2;;;;;;;;
Aşık Veysel;0.691;0.477;166267;0.328;2.58E-05;0.339;-16.15;0.0364;90.403;0.561;1;11;1;2;;;;;;;;
B - Tox;0.00632;0.776;365035;0.846;0.746;0.0983;-8.123;0.144;150.011;0.727;1;2;1;1;;;;;;;;
B Jayamma;0.958115385;0.554346154;135330.3462;0.419;0.132230977;0.485603846;-9.929846154;0.172711538;120.4576154;0.663846154;0;5;1;26;;;;;;;;
B!G;0.155;0.836;273252;0.757;0;0.211;-7.914;0.244;93.004;0.722;32;10;0;2;;;;;;;;
B&W;0.00116;0.381;110867;0.857;0.952;0.143;-13.229;0.034;138.518;0.358;8;8;1;2;;;;;;;;
B*Witched;0.0891;0.686;185186.6667;0.932;0.000100267;0.072566667;-4.475666667;0.037866667;122.345;0.941333333;46;7;1;6;;;;;;;;
B-Boy Wicket;0.0301;0.75;209713;0.721;0;0.148;-8.065;0.229;104.824;0.754;3;1;1;2;;;;;;;;
B-Express;0.0181;0.771;373373;0.911;0.918;0.102;-9.536;0.315;141.059;0.0793;0;4;1;2;;;;;;;;
B-Fox;0.054;0.509;495047;0.556;0.274;0.105;-8.073;0.0641;128.032;0.223;0;0;1;2;;;;;;;;
B-Legit;0.076782667;0.818533333;253505.6;0.545333333;0;0.25162;-9.199266667;0.284;96.02373333;0.5796;34.86666667;1;1;15;;;;;;;;
B-Liv;0.0574;0.843;348507;0.511;0.826;0.33;-12.611;0.0535;123.987;0.547;0;8;1;1;;;;;;;;
B-Max;0.00357;0.59;4689535;0.824;0.569333333;0.1798;-7.897333333;0.064833333;124.711;0.224333333;0;1;0;6;;;;;;;;
B-Movie;0.000393;0.329;281800;0.591;1.50E-05;0.166;-16.101;0.0524;152.861;0.471;39;1;0;2;;;;;;;;
B-Real;0.190633333;0.51;249538;0.826333333;0;0.237666667;-4.632666667;0.244666667;93.424;0.561333333;51;6;1;6;;;;;;;;
B. B. & Q. Band;0.0827;0.868;347800;0.682;0.0264;0.0427;-6.601;0.0539;109.484;0.975;28;3;0;2;;;;;;;;
B. Chagy;0.9934;0.2194;184018.8;0.14;0.6495;0.1114;-18.7564;0.04144;78.3234;0.13134;0;10;0;10;;;;;;;;
B. D. Vyas;0.99;0.46;197737;0.0281;0.904;0.112;-24.324;0.142;69.544;0.668;0;1;1;2;;;;;;;;
B. N. Bali;0.921;0.332;188033;0.324;0.000164;0.237333333;-10.86566667;0.033366667;119.5776667;0.589333333;0;9;0;3;;;;;;;;
B. Nandekar;0.995;0.484;211427;0.122;0.849;0.142;-15.954;0.0722;124.674;0.549;0;7;0;2;;;;;;;;
B. S. Thakur;0.991;0.422;178500;0.0559;0.924;0.112;-29.937;0.127;67.898;0.488;0;0;1;2;;;;;;;;
B. Swanson Quartet;0.899666667;0.636333333;155360;0.297333333;0;0.333;-12.07566667;0.061066667;142.5193333;0.834333333;53.66666667;2;1;6;;;;;;;;
B. Tommy Andersson;0.977;0.158;701813;0.0941;0.711;0.105;-20.571;0.0407;79.49;0.0292;0;5;1;1;;;;;;;;
B.B. King;0.572803291;0.555418803;235849.4402;0.52967094;0.043075368;0.275027778;-8.956;0.076136325;110.951688;0.643423077;24.76068376;2;1;234;;;;;;;;
B.G.;0.024575;0.7955;269900;0.775;8.86E-06;0.1244;-5.4205;0.192;139.078;0.776;47;11;1;4;;;;;;;;
B.G. Knocc Out;0.00146;0.671;260622;0.799333333;1.46E-05;0.3018;-4.597666667;0.182566667;142.4916667;0.645666667;35.66666667;4;0;3;;;;;;;;
B.J. Slater;0.94;0.219;204027;0.05;0;0.114;-23.055;0.0437;74.359;0.155;21;8;1;1;;;;;;;;
B.J. Thomas;0.427666667;0.520666667;192995.6667;0.465333333;0;0.156333333;-12.31966667;0.031266667;120.8293333;0.620666667;40;4;1;6;;;;;;;;
B.K. Sumitra;0.996;0.367;171453;0.288;0.736;0.306;-9.009;0.0337;72.175;0.367;0;4;1;2;;;;;;;;
B.Kierulf;0.312;0.6535;253000;0.6885;0;0.233;-7.70825;0.068425;147.0485;0.6555;0.25;0;1;4;;;;;;;;
B.M.U. (Black Men United);0.0279;0.719;265640;0.551;0;0.536;-11.841;0.0914;96.159;0.614;42;7;1;2;;;;;;;;
B.O.B. Ltd.;0.001288;0.776;309253.5;0.9315;0.485;0.34245;-5.9115;0.08675;138.9935;0.5255;0;2;1;4;;;;;;;;
B.O.N.G.;0.00112;0.85;376929;0.528;0.746;0.0772;-7.811;0.0557;120;0.423;0;8;1;2;;;;;;;;
B.S. Nanji;0.992;0.4645;168751.5;0.3665;0.406805;0.387;-8.669;0.2133;69.978;0.668;0;6;1;4;;;;;;;;
B.S. Raja Iyengar;0.906875;0.582875;980535.125;0.4355;0.193177611;0.366125;-11.449125;0.34815;104.958375;0.50375;0;4;1;8;;;;;;;;
B.T. Express;0.0655855;0.667666667;341509;0.7015;0.080429832;0.137433333;-9.460333333;0.056616667;125.5578333;0.778666667;30;2;1;12;;;;;;;;
B.W. Stevenson;0.06895;0.714;152353.5;0.649;0.00596;0.05645;-9.0325;0.0378;121.7125;0.8825;42;4;1;4;;;;;;;;
B.o.B;0.098651667;0.744666667;235307.3333;0.661291667;2.03E-06;0.1426375;-6.64425;0.147325;117.2555;0.4742625;58.66666667;1;1;24;;;;;;;;
B2K;0.06945;0.805125;266474.875;0.605875;0.000125175;0.081425;-5.31125;0.088325;104.237625;0.713875;44;2;1;8;;;;;;;;
BABYMETAL;0.00024;0.525;225327.5;0.957;0.0006175;0.1013;-2.1735;0.1151;101.26;0.4575;66;11;1;4;;;;;;;;
BACKJOY;0.013;0.809;128784;0.473;9.95E-06;0.164;-10.384;0.0554;96.008;0.0484;0;10;0;2;;;;;;;;
BADBADNOTGOOD;0.471;0.619;273864;0.381;0.0318;0.101;-10.691;0.0523;139.929;0.312;58;11;0;1;;;;;;;;
BANKS;0.527336667;0.504;246159;0.439333333;0.024618667;0.169333333;-9.757666667;0.0313;108.069;0.331666667;59.33333333;5;0;6;;;;;;;;
BANNERS;0.275616667;0.506666667;208516;0.743666667;0;0.205333333;-5.560666667;0.0388;100.639;0.555666667;74.66666667;2;1;6;;;;;;;;
BARRATT/MIETZKE;0.906;0.205;340000;0.276;1.97E-05;0.0772;-11.356;0.0321;90.417;0.177;0;7;1;1;;;;;;;;
BAYNK;0.449666667;0.779;222504.6667;0.550333333;0.0012484;0.151;-7.927;0.191666667;111.6566667;0.420333333;66;1;0;3;;;;;;;;
BBC Concert Orchestra;0.9735;0.15045;270000;0.1845;0.8475;0.121;-16.184;0.0408;75.6055;0.03775;51.5;11;1;2;;;;;;;;
BBC Philharmonic;0.939;0.158366667;573266.6667;0.070793333;0.637666667;0.080066667;-30.61833333;0.050133333;79.907;0.070266667;53.33333333;10;1;3;;;;;;;;
BBC Symphony Orchestra;0.913333333;0.208111111;444973.2222;0.165571111;0.514944444;0.240777778;-24.41444444;0.043577778;98.40222222;0.066922222;14.77777778;2;0;9;;;;;;;;
BBMAK;0.0698;0.624;218200;0.945;4.57E-06;0.0867;-3.109;0.0343;104.77;0.914;50;7;1;2;;;;;;;;
BBY KODIE;0.00577;0.872;109107;0.521;3.41E-05;0.198;-11.505;0.273;110.057;0.563;66;11;0;2;;;;;;;;
BC400;0.0379;0.73;318253;0.657;0;0.18;-6.477;0.223;96.02;0.132;0;0;1;1;;;;;;;;
BDAA Convention 2010;0.976;0.322;66800;0.571;2.33E-06;0.883;-17.319;0.304;89.507;0.5;0;7;1;2;;;;;;;;
BDC;0.120633333;0.74;193349;0.921;0;0.318333333;-3.543333333;0.090266667;121.6406667;0.727;30.33333333;11;0;3;;;;;;;;
BENEE;0.25472;0.7602;194703.2;0.5806;0.03064608;0.12664;-6.2102;0.0442;105.969;0.4722;74;7;1;5;;;;;;;;
BETWEEN FRIENDS;0.516;0.273;235226;0.565;1.68E-06;0.0855;-7.283;0.248;179.518;0.298;72;2;1;2;;;;;;;;
BFM Hits;0.619;0.5645;245316;0.471;0.23800115;0.09325;-12.942;0.0316;120.229;0.255;0;7;1;4;;;;;;;;
BIA;0.44525;0.72825;194380;0.69325;2.38E-06;0.1095;-4.08875;0.2595;157.55775;0.60225;27;0;1;8;;;;;;;;
BIGBANG;0.166;0.687;256360;0.914;0;0.0858;-5.02;0.0437;126.001;0.675;57;6;1;2;;;;;;;;
BIGxHOM1E DubzZz;0.084;0.883;214073;0.523;0;0.0709;-8.372;0.386;128.076;0.388;0;1;0;4;;;;;;;;
BILBONI;0.000801;0.627;406492;0.898;0.779;0.117;-5.973;0.0346;128.003;0.294;0;1;0;2;;;;;;;;
BILL SCHNEE;0.5445;0.388;297426.5;0.252;1.58E-05;0.249;-16.773;0.03405;80.585;0.187;34.5;11;1;4;;;;;;;;
BISHØP;0.0211;0.654;158571;0.956;0;0.13;-2.941;0.0518;125.999;0.325;0;9;0;4;;;;;;;;
BJ The Chicago Kid;0.057244444;0.635222222;250721.5556;0.617444444;0.042889189;0.160022222;-7.397666667;0.202311111;91.20988889;0.546222222;61.88888889;1;1;9;;;;;;;;
BK Duke;0.00401;0.717;310817;0.842;0.00219;0.347;-5.167;0.107;127.974;0.413;0;9;1;1;;;;;;;;
BLACKPINK;0.057701739;0.706;200889.8696;0.778086957;0.000178357;0.1514;-4.319782609;0.120182609;126.4724348;0.529956522;75.60869565;4;1;23;;;;;;;;
BLEEDiNGZ;0.0982;0.556;198295;0.189;0.611;0.0979;-19.678;0.47;150.022;0.738;0;9;1;2;;;;;;;;
BLN;0.00325;0.577;347000;0.928;0.122;0.0574;-6.565;0.0908;150.033;0.628;0;1;1;1;;;;;;;;
BLR;0.0948;0.864;218710;0.727;0.841;0.144;-5.407;0.118;124.003;0.165;14;8;1;1;;;;;;;;
BOB SCHWARZ;0.5595;0.416;436446.5;0.4545;0.3325;0.6425;-21.088;0.0629;104.902;0.542;21.5;10;1;4;;;;;;;;
BONES;0.409;0.745333333;162673.6667;0.5;0.282913833;0.134316667;-12.08066667;0.119966667;129.6013333;0.301716667;65.66666667;7;0;12;;;;;;;;
BR549;0.337;0.625;150320;0.789;2.45E-05;0.11;-8.97;0.0395;165.642;0.965;39;7;1;2;;;;;;;;
BRADIO;0.0167;0.45;210084;0.857;0;0.202;-2.35;0.0398;139.064;0.755;63;6;1;2;;;;;;;;
BRKLYN;0.015445;0.43;205840;0.7855;1.06E-05;0.23765;-5.482;0.06275;128.056;0.2335;0;1;0;2;;;;;;;;
BRM;0.018;0.684;374769;0.931;0.1;0.348;-5.005;0.054;129.988;0.546;6;4;0;1;;;;;;;;
BROCKHAMPTON;0.466075;0.712;234416.75;0.629875;0.006325125;0.177225;-6.75575;0.1326875;116.756125;0.633;68.25;11;1;16;;;;;;;;
BRS Kash;0.0135;0.9;218182;0.521;0;0.0951;-7.286;0.147;132.007;0.213;75;4;0;2;;;;;;;;
BT;0.028936093;0.504727273;179518.6364;0.803409091;0.530447273;0.312959091;-7.164909091;0.075563636;129.7957273;0.382954545;11.45454545;7;1;22;;;;;;;;
BTP NATION;0.0447;0.618;308840;0.7;0;0.0777;-6.552;0.376;91.859;0.365;0;2;1;2;;;;;;;;
BTS;0.09806159;0.607540984;228438.7377;0.784909836;5.48E-05;0.214421311;-4.482114754;0.121754918;121.745959;0.527254098;70.81147541;1;0;122;;;;;;;;
BUCK-TICK;0.000323;0.577;381200;0.79;0.012;0.086;-9.708;0.0311;113.036;0.458;43;8;1;2;;;;;;;;
BUMKEY;0.427;0.63125;238076.25;0.57725;0;0.353225;-5.381;0.07565;103.5015;0.495;21.5;4;1;4;;;;;;;;
BURNOUT SYNDROMES;0.01225;0.394;244640;0.95;0;0.347;-1.587;0.10135;136.371;0.351;66;11;1;4;;;;;;;;
BUSTANUT;0.000342;0.463;230400;0.988;0.0868;0.109;-2.887;0.0699;150.097;0.171;0;1;0;1;;;;;;;;
Ba Thet;0.995;0.616;131413;0.0267;0.000185;0.306;-31.578;0.302;63.98;0.324;1;6;1;2;;;;;;;;
Baauer;0.0111;0.452;196664;0.794;0.00182;0.416;-5.151;0.0483;137.825;0.282;58;0;1;2;;;;;;;;
Baba Brooks & His Band;0.76;0.875;139027;0.525;0.269;0.0733;-7.38;0.0976;129.447;0.953;19;7;1;2;;;;;;;;
Baba Mama;0.0348;0.875;120422;0.53;5.01E-05;0.0817;-10.584;0.231;120.059;0.545;2;11;0;2;;;;;;;;
Babaorum Team;0.00315;0.784;460225;0.54;0.879;0.0719;-18.052;0.0853;135.005;0.298;1;9;1;1;;;;;;;;
Babasónicos;0.0629;0.58;156198;0.929;0.000223;0.23;-4.849;0.0388;94.995;0.884;65;4;0;2;;;;;;;;
Babatunde Olatunji;0.31975;0.6035;283658.0833;0.797083333;0.236018967;0.1263;-7.080416667;0.086733333;129.56275;0.45075;13.83333333;0;0;24;;;;;;;;
Babe Ruth;0.0104874;0.602666667;320537.6667;0.487;0.39924;0.102866667;-10.95966667;0.0434;116.133;0.408;39.66666667;7;1;6;;;;;;;;
Babes In Toyland ;2.18E-05;0.324;169010.6;0.8332;0.361;0.1646;-8.7146;0.0627;145.2558;0.6568;35.6;11;0;10;;;;;;;;
Babes in Toyland Children’s Chorus;0.468;0.545;101893;0.339;0;0.109;-13.574;0.0356;123.605;0.821;12;8;1;2;;;;;;;;
Babes in Toyland Orchestra;0.7765;0.3695;240746.5;0.323;0.04565;0.1125;-13.479;0.047;117.648;0.4165;24.5;7;1;4;;;;;;;;
Babes in Toyland Villager’s Chorus;0.622;0.3725;145006.5;0.363;0.0095;0.316;-13.0365;0.03405;117.8415;0.57;9.5;0;1;4;;;;;;;;
Babilon Dj;0.0356;0.8375;326640;0.8755;0.0953;0.2917;-7.2295;0.06905;126.504;0.724;0;7;1;4;;;;;;;;
Baby;0.0608;0.764;258067;0.873;0.000363;0.0757;-6.21;0.291;93.073;0.719;50;2;1;1;;;;;;;;
Baby Alka;0.990333333;0.652333333;178493.6667;0.199733333;0.449486667;0.309;-11.93866667;0.329666667;134.9106667;0.674;0;5;1;6;;;;;;;;
Baby Bash;0.216104444;0.695333333;230261.1667;0.626944444;0.096884163;0.219727778;-5.903777778;0.094677778;96.09627778;0.559166667;44.44444444;8;1;18;;;;;;;;
Baby Boy;0.0362;0.853;222013;0.342;0;0.135;-11.521;0.324;90.01;0.771;45;0;1;1;;;;;;;;
Baby Boy Da Prince;0.0147;0.88;324907;0.438;0;0.0907;-7.562;0.248;90.02;0.714;57;0;1;1;;;;;;;;
Baby Chaos;0.000153;0.408;213440;0.967;0.00299;0.142;-4.075;0.214;86.986;0.434;0;9;1;2;;;;;;;;
Baby Dodds;0.64886;0.6614;210418.6;0.3154;0.73342;0.1636;-21.9108;0.14676;106.4704;0.6008;4;1;1;10;;;;;;;;
Baby E;0.467;0.666;247440;0.468;0;0.25;-9.231;0.22;150.011;0.379;53;0;1;2;;;;;;;;
Baby Face Willette;0.910428571;0.579285714;411758.1429;0.410857143;0.652142857;0.147714286;-13.93785714;0.054314286;135.1765714;0.556857143;11.85714286;5;1;14;;;;;;;;
Baby Huey & The Baby Sitters;0.37145;0.48375;308976.625;0.69025;0.320366843;0.219425;-7.88;0.0589875;113.332;0.630875;35.75;5;1;16;;;;;;;;
Baby Keem;0.259333333;0.758666667;153109.3333;0.578666667;1.22E-05;0.116;-8.082666667;0.122766667;85.70366667;0.298;72.66666667;10;1;6;;;;;;;;
Baby Leela Rao;0.926;0.497;200891;0.36;0.0173;0.714;-10.19;0.0609;87.138;0.845;0;9;1;2;;;;;;;;
Baby Lullaby Academy;0.9915;0.368;100872;0.07992;0.981;0.0989;-31.92;0.03565;82.288;0.2715;63;3;1;4;;;;;;;;
Baby Meena;0.995;0.514;183995;0.23;0.899;0.18;-11.48;0.222;186.056;0.612;0;0;1;2;;;;;;;;
Baby Mumtaz;0.995;0.621;148568;0.12;0.838;0.175;-15.963;0.133;122.018;0.606;0;10;0;2;;;;;;;;
Baby Radha;0.958;0.436;227493;0.573;0.371;0.119;-6.968;0.0447;120.099;0.512;0;11;0;2;;;;;;;;
Baby Ranks;0.14;0.88;164693;0.839;1.43E-05;0.0981;-5.911;0.102;94.032;0.512;54;9;1;2;;;;;;;;
Baby Rasta;0.20644;0.833;299598.4;0.7268;1.01E-06;0.1838;-7.6052;0.2432;102.9378;0.5424;60.4;4;0;5;;;;;;;;
Baby Rasta & Gringo;0.107;0.722;453467;0.79;0;0.475;-4.89;0.258;88.99;0.786;0;0;1;2;;;;;;;;
Baby Saroj;0.993;0.674;204339;0.187;0.345;0.118;-6.959;0.485;151.809;0.763;0;1;1;2;;;;;;;;
Baby Shaila;0.992;0.814;180830;0.324;0.030023;0.1205;-10.62;0.1465;98.8305;0.8415;0;3;1;4;;;;;;;;
Baby Suraiya;0.996;0.68;190874;0.128;0.885;0.141;-12.375;0.475;63.05;0.927;0;6;1;2;;;;;;;;
Baby Sweet Dream;0.791;0;90228;0.00342;1;0.111;-28.46;0;0;0;59;8;1;1;;;;;;;;
Baby Washington;0.5475;0.62625;157483.5;0.49925;6.38E-05;0.2851;-11.474;0.035175;102.49975;0.78275;24.5;7;1;8;;;;;;;;
BabyJake;0.256;0.752;207813;0.712;0;0.136;-5.467;0.0474;139.999;0.588;71;4;0;2;;;;;;;;
Babyface;0.256340351;0.646684211;288460.5789;0.565894737;0.018635008;0.173594737;-8.758684211;0.044619298;116.1121053;0.491701754;38.1754386;6;1;57;;;;;;;;
Babyraids;0.02683;0.5175;230173;0.9625;0.002018;0.07695;-1.712;0.06785;132.534;0.5745;0;6;1;8;;;;;;;;
Baccara;0.113;0.452;272000;0.754;0;0.151;-8.347;0.0746;122.5;0.507;52;2;1;2;;;;;;;;
Bach-Collegium Stuttgart;0.973;0.327;184693;0.458;0.663;0.188;-16.084;0.0638;179.429;0.741;15;2;1;1;;;;;;;;
Bachman-Turner Overdrive;0.05206825;0.515863636;261837;0.625681818;0.082891159;0.230754545;-12.27554545;0.044527273;130.2610909;0.733227273;37.86363636;2;1;44;;;;;;;;
Bacilos;0.144925;0.727;270526.75;0.7615;1.25E-05;0.1485;-5.3555;0.0502;101.40825;0.8495;68.75;9;1;8;;;;;;;;
Backbone;0.0372;0.913;250467;0.601;0.000227;0.0806;-4.803;0.107;89.97;0.79;43;1;1;1;;;;;;;;
Background Jazz Music;0.988;0.775;116657;0.0319;0.875;0.0953;-20.829;0.0989;105.866;0.0946;1;3;1;4;;;;;;;;
Background Music Masters;0.7205;0.7415;202106;0.387;0.897;0.12855;-11.331;0.03715;109.9355;0.794;0;6;1;2;;;;;;;;
Backstreet Boys;0.154701176;0.651705882;238649.0294;0.700558824;5.25E-06;0.165767647;-5.895294118;0.037532353;117.9036765;0.557117647;54.94117647;6;0;68;;;;;;;;
Bad Boys Blue;0.05542;0.6624;248704.2;0.6096;0.008405;0.17428;-11.3364;0.03498;119.308;0.76;48;10;0;10;;;;;;;;
Bad Brains;0.0542453;0.384419048;153463.4762;0.748363833;0.242244044;0.25997619;-12.39883333;0.096342857;127.7282381;0.368588095;33.0952381;7;1;84;;;;;;;;
Bad Bunny;0.205137614;0.741034091;227945.1307;0.666545455;0.000170134;0.161135795;-5.730732955;0.117113636;121.7048068;0.478594318;54.51136364;10;0;176;;;;;;;;
Bad Company;0.303589023;0.542421053;260275.1053;0.614406767;0.033263253;0.170500752;-9.501601504;0.03487594;121.180391;0.685676692;21.46616541;0;1;266;;;;;;;;
Bad English;0.1857;0.452333333;283929;0.552;4.10E-06;0.122633333;-10.66633333;0.0309;124.6166667;0.314;49.33333333;7;1;6;;;;;;;;
Bad Karma;0.000902;0.492;257707;0.708;4.43E-06;0.132;-5.166;0.0467;168.636;0.345;12;2;1;2;;;;;;;;
Bad Lucc;0.327;0.769;209616;0.666;0;0.124;-7.543;0.0645;92.995;0.194;52;1;1;2;;;;;;;;
Bad Manners;0.04408;0.6366;202317.2;0.749;0.1863;0.07088;-9.1198;0.11778;145.5252;0.887;39.6;7;1;10;;;;;;;;
Bad Meets Evil;0.134581818;0.612727273;238021.7273;0.870090909;1.09E-05;0.267;-4.332818182;0.302636364;132.6874545;0.543272727;56.36363636;1;1;11;;;;;;;;
